400|400
25.003428757190704,200
35.00295136946079,200
45.00359850026143,200
55.000191484577954,200
64.99274803791195,200
75.0021629177354,200
84.99969314614759,200
95.00534659782716,200
105.00040482729673,200
115.00989198684692,200
124.99989219068084,200
135.0054383277893,200
144.9961493239698,200
155.00302250693494,200
165.00902094703633,200
175,200
184.99097905296367,200
194.99697749306506,200
205.0038506760302,200
214.9945616722107,200
225.00010780931916,200
235.0028139109611,200
244.99959517270327,200
254.99465340217284,200
265.0003068538524,200
274.9978370822646,200
285.00725196208805,200
294.99980851542205,200
304.99640149973857,200
314.9970486305392,200
325,200
#
